slice_index_0_based,slice_index_1_based,pore_px,solid_px,total_px,porosity
674,675,163485,476515,640000,0.2554453125
675,676,163788,476212,640000,0.25591875
676,677,163461,476539,640000,0.2554078125
677,678,163513,476487,640000,0.2554890625
678,679,163069,476931,640000,0.2547953125
679,680,162719,477281,640000,0.2542484375
680,681,161994,478006,640000,0.253115625
681,682,161093,478907,640000,0.2517078125
682,683,160201,479799,640000,0.2503140625
683,684,159234,480766,640000,0.248803125
684,685,157893,482107,640000,0.2467078125
685,686,157022,482978,640000,0.245346875
686,687,156909,483091,640000,0.2451703125
687,688,156968,483032,640000,0.2452625
688,689,156952,483048,640000,0.2452375
689,690,156905,483095,640000,0.2451640625
690,691,156682,483318,640000,0.244815625
691,692,156522,483478,640000,0.244565625
692,693,156155,483845,640000,0.2439921875
693,694,156380,483620,640000,0.24434375
694,695,156920,483080,640000,0.2451875
695,696,157520,482480,640000,0.246125
696,697,158333,481667,640000,0.2473953125
697,698,158896,481104,640000,0.248275
698,699,159020,480980,640000,0.24846875
699,700,159005,480995,640000,0.2484453125
700,701,158862,481138,640000,0.248221875
701,702,158257,481743,640000,0.2472765625
702,703,157055,482945,640000,0.2453984375
703,704,156411,483589,640000,0.2443921875
704,705,156015,483985,640000,0.2437734375
705,706,156039,483961,640000,0.2438109375
